2024-02-03T13:00:00Z; FRI; 8.1; -4.7; 3
2024-02-04T13:00:00Z; SAT; -2.8; -14.4; 1
2024-02-05T13:00:00Z; SUN; 1.9; -14.4; 4
2024-02-06T13:00:00Z; MON; -3.3; -8.6; 3
2024-02-07T13:00:00Z; TUE; 0.8; -13.8; 3
2024-02-08T13:00:00Z; WED; 2.7; -1.8; 1
2024-02-09T13:00:00Z; THU; 3.0; -12.5; 4
2024-02-10T13:00:00Z; FRI; -9.8; -12.3; 2
2024-02-11T13:00:00Z; SAT; 0.8; -3.1; 3
2024-02-12T13:00:00Z; SUN; 10.7; 9.6; 1
2024-02-13T13:00:00Z; MON; -5.7; -7.2; 2
2024-02-14T13:00:00Z; TUE; 10.4; 4.3; 1
2024-02-15T13:00:00Z; WED; 9.1; 3.3; 2
2024-02-16T13:00:00Z; THU; -8.8; -12.7; 1
2024-02-17T13:00:00Z; FRI; 7.0; -0.5; 2
2024-02-18T13:00:00Z; SAT; 9.3; 3.2; 3
2024-02-19T13:00:00Z; SUN; 1.5; -10.1; 3
2024-02-20T13:00:00Z; MON; 14.0; -0.4; 4
2024-02-21T13:00:00Z; TUE; 11.6; -5.8; 2
2024-02-22T13:00:00Z; WED; 6.8; 3.7; 1
2024-02-23T13:00:00Z; THU; 12.7; -14.9; 4
2024-02-24T13:00:00Z; FRI; -0.3; -11.0; 1
2024-02-25T13:00:00Z; SAT; 7.7; -2.3; 1
2024-02-26T13:00:00Z; SUN; 14.3; 13.0; 4
2024-02-27T13:00:00Z; MON; -4.8; -12.1; 1
2024-02-28T13:00:00Z; TUE; 9.1; -3.6; 3
2024-02-29T13:00:00Z; WED; 11.2; -2.2; 2
2024-03-01T13:00:00Z; THU; -8.8; -10.3; 1
2024-03-02T13:00:00Z; FRI; 7.6; 3.0; 3
2024-03-03T13:00:00Z; SAT; 8.9; 4.5; 4
2024-03-04T13:00:00Z; SUN; 2.0; -9.0; 1
2024-03-05T13:00:00Z; MON; 0.6; -4.8; 1
2024-03-06T13:00:00Z; TUE; 6.1; 3.2; 2
2024-03-07T13:00:00Z; WED; 14.1; 3.0; 3
2024-03-08T13:00:00Z; THU; -5.4; -12.3; 4
2024-03-09T13:00:00Z; FRI; -6.0; -11.2; 1
2024-03-10T13:00:00Z; SAT; 3.9; -1.0; 4
2024-03-11T13:00:00Z; SUN; -7.3; -14.6; 1
2024-03-12T13:00:00Z; MON; 11.7; 5.0; 2
2024-03-13T13:00:00Z; TUE; 12.0; -1.0; 1
2024-03-14T13:00:00Z; WED; 12.9; 0.5; 2
2024-03-15T13:00:00Z; THU; -0.9; -12.2; 1
2024-03-16T13:00:00Z; FRI; -1.7; -3.2; 3
2024-03-17T13:00:00Z; SAT; 4.7; -4.6; 1
2024-03-18T13:00:00Z; SUN; -3.2; -12.3; 3
2024-03-19T13:00:00Z; MON; -5.1; -7.8; 1
2024-03-20T13:00:00Z; TUE; 10.7; 9.6; 1
2024-03-21T13:00:00Z; WED; 14.9; -14.9; 1
2024-03-22T13:00:00Z; THU; 0.0; -7.7; 1
2024-03-23T13:00:00Z; FRI; -8.7; -10.0; 3
2024-03-24T13:00:00Z; SAT; 14.4; -4.3; 1
2024-03-25T13:00:00Z; SUN; -5.6; -11.3; 2
2024-03-26T13:00:00Z; MON; 3.2; 1.5; 1
2024-03-27T13:00:00Z; TUE; -6.2; -9.0; 2
2024-03-28T13:00:00Z; WED; 5.6; -11.2; 3
2024-03-29T13:00:00Z; THU; 3.5; -0.0; 2
2024-03-30T13:00:00Z; FRI; 5.1; -0.2; 3
2024-03-31T13:00:00Z; SAT; 8.7; -2.9; 4
2024-04-01T13:00:00Z; SUN; -6.9; -12.0; 1
2024-04-02T13:00:00Z; MON; -3.5; -13.2; 3
2024-04-03T13:00:00Z; TUE; 14.6; -10.2; 2
2024-04-04T13:00:00Z; WED; 8.5; 4.0; 3
2024-04-05T13:00:00Z; THU; 6.7; -6.4; 3
2024-04-06T13:00:00Z; FRI; 11.3; 3.5; 3
2024-04-07T13:00:00Z; SAT; 11.5; -1.6; 3
2024-04-08T13:00:00Z; SUN; -0.7; -7.9; 4
2024-04-09T13:00:00Z; MON; 1.8; 0.6; 2
2024-04-10T13:00:00Z; TUE; -0.9; -2.7; 1
2024-04-11T13:00:00Z; WED; 6.5; 1.1; 1
2024-04-12T13:00:00Z; THU; -0.5; -3.7; 1
2024-04-13T13:00:00Z; FRI; -6.4; -13.8; 1
2024-04-14T13:00:00Z; SAT; -2.3; -7.3; 2
2024-04-15T13:00:00Z; SUN; -9.2; -14.8; 3
2024-04-16T13:00:00Z; MON; 2.1; -5.2; 3
2024-04-17T13:00:00Z; TUE; -1.1; -12.2; 4
2024-04-18T13:00:00Z; WED; 9.6; -3.0; 1
2024-04-19T13:00:00Z; THU; 5.3; -0.2; 2
2024-04-20T13:00:00Z; FRI; 1.5; -11.0; 2
2024-04-21T13:00:00Z; SAT; 1.7; -7.4; 1
2024-04-22T13:00:00Z; SUN; 12.9; -1.2; 3
2024-04-23T13:00:00Z; MON; -1.1; -14.0; 2
2024-04-24T13:00:00Z; TUE; 10.8; -10.8; 4
2024-04-25T13:00:00Z; WED; -3.6; -10.6; 3
2024-04-26T13:00:00Z; THU; -6.6; -11.4; 2
2024-04-27T13:00:00Z; FRI; 9.1; 5.8; 4
2024-04-28T13:00:00Z; SAT; -4.6; -9.4; 4
2024-04-29T13:00:00Z; SUN; 12.9; 4.2; 4
2024-04-30T13:00:00Z; MON; -9.2; -13.7; 4
2024-05-01T13:00:00Z; TUE; 14.5; 1.5; 1
2024-05-02T13:00:00Z; WED; 9.2; -14.8; 2
2024-05-03T13:00:00Z; THU; 5.4; -5.5; 2
2024-05-04T13:00:00Z; FRI; 14.2; -8.5; 2
2024-05-05T13:00:00Z; SAT; 2.1; -8.3; 4
2024-05-06T13:00:00Z; SUN; -3.0; -13.9; 1
2024-05-07T13:00:00Z; MON; 4.6; -1.5; 4
2024-05-08T13:00:00Z; TUE; 5.1; -7.5; 3
2024-05-09T13:00:00Z; WED; 11.6; 0.7; 2
2024-05-10T13:00:00Z; THU; -0.5; -5.2; 2
2024-05-11T13:00:00Z; FRI; 10.8; 5.5; 3
2024-05-12T13:00:00Z; SAT; 9.2; -4.2; 1
2024-05-13T13:00:00Z; SUN; 9.3; -0.5; 3
2024-05-14T13:00:00Z; MON; -5.9; -10.4; 4
2024-05-15T13:00:00Z; TUE; -0.2; -4.3; 3
2024-05-16T13:00:00Z; WED; -5.8; -11.1; 3
2024-05-17T13:00:00Z; THU; -3.7; -9.2; 1
2024-05-18T13:00:00Z; FRI; -6.4; -13.4; 2
2024-05-19T13:00:00Z; SAT; -5.4; -8.2; 2
2024-05-20T13:00:00Z; SUN; -9.5; -11.5; 3
2024-05-21T13:00:00Z; MON; 8.0; -11.5; 4
2024-05-22T13:00:00Z; TUE; 10.6; 6.6; 4
2024-05-23T13:00:00Z; WED; -0.3; -14.5; 3
2024-05-24T13:00:00Z; THU; 3.9; -14.0; 3
2024-05-25T13:00:00Z; FRI; 3.5; -0.4; 1
2024-05-26T13:00:00Z; SAT; 12.1; -2.5; 2
2024-05-27T13:00:00Z; SUN; -6.2; -12.1; 2
2024-05-28T13:00:00Z; MON; 5.2; -3.6; 1
2024-05-29T13:00:00Z; TUE; 8.1; -3.4; 3
2024-05-30T13:00:00Z; WED; 6.5; -0.9; 1
2024-05-31T13:00:00Z; THU; 14.8; 6.9; 1
2024-06-01T13:00:00Z; FRI; 7.1; -6.7; 1
2024-06-02T13:00:00Z; SAT; 10.8; 3.1; 2
2024-06-03T13:00:00Z; SUN; -7.5; -13.1; 1
2024-06-04T13:00:00Z; MON; -7.9; -12.7; 3
2024-06-05T13:00:00Z; TUE; 6.4; -10.9; 4
2024-06-06T13:00:00Z; WED; 6.5; -9.2; 3
2024-06-07T13:00:00Z; THU; 0.3; -10.5; 1
2024-06-08T13:00:00Z; FRI; 0.9; -14.1; 1
2024-06-09T13:00:00Z; SAT; 11.7; -10.2; 3
2024-06-10T13:00:00Z; SUN; 0.8; -13.5; 2
2024-06-11T13:00:00Z; MON; 10.3; -11.8; 1
2024-06-12T13:00:00Z; TUE; 4.6; -11.6; 1
2024-06-13T13:00:00Z; WED; 6.4; -11.4; 2
2024-06-14T13:00:00Z; THU; -8.1; -11.0; 3
2024-06-15T13:00:00Z; FRI; 13.8; 5.5; 1
2024-06-16T13:00:00Z; SAT; 13.5; -8.7; 1
2024-06-17T13:00:00Z; SUN; 13.8; -3.1; 4
2024-06-18T13:00:00Z; MON; -0.5; -2.8; 3
2024-06-19T13:00:00Z; TUE; 3.8; 1.3; 4
2024-06-20T13:00:00Z; WED; 11.0; -6.9; 3
2024-06-21T13:00:00Z; THU; 6.6; 4.1; 3
2024-06-22T13:00:00Z; FRI; -5.3; -8.3; 1
2024-06-23T13:00:00Z; SAT; -1.9; -10.6; 2
2024-06-24T13:00:00Z; SUN; 11.7; 4.8; 2
2024-06-25T13:00:00Z; MON; 4.5; 1.3; 3
2024-06-26T13:00:00Z; TUE; 15.0; -13.8; 2
2024-06-27T13:00:00Z; WED; 8.1; -2.7; 3
2024-06-28T13:00:00Z; THU; 7.9; 4.6; 4
2024-06-29T13:00:00Z; FRI; -7.8; -13.8; 1
2024-06-30T13:00:00Z; SAT; 4.2; -11.3; 3
2024-07-01T13:00:00Z; SUN; 14.2; -3.6; 3
2024-07-02T13:00:00Z; MON; 2.4; -12.8; 1
2024-07-03T13:00:00Z; TUE; -4.6; -9.3; 4
2024-07-04T13:00:00Z; WED; 7.8; 6.1; 1
2024-07-05T13:00:00Z; THU; -9.0; -11.3; 2
2024-07-06T13:00:00Z; FRI; 12.2; -9.2; 4
2024-07-07T13:00:00Z; SAT; -5.2; -13.4; 2
2024-07-08T13:00:00Z; SUN; 6.9; -7.9; 4
2024-07-09T13:00:00Z; MON; -0.9; -2.2; 4
2024-07-10T13:00:00Z; TUE; 4.7; -10.2; 2
2024-07-11T13:00:00Z; WED; -1.8; -6.1; 1
2024-07-12T13:00:00Z; THU; 2.2; -14.0; 4
2024-07-13T13:00:00Z; FRI; 2.2; -1.1; 1
2024-07-14T13:00:00Z; SAT; 13.8; 9.4; 3
2024-07-15T13:00:00Z; SUN; 3.1; -2.9; 1
2024-07-16T13:00:00Z; MON; 6.5; -0.2; 4
2024-07-17T13:00:00Z; TUE; 9.3; -3.2; 2
2024-07-18T13:00:00Z; WED; 5.1; -12.6; 3
2024-07-19T13:00:00Z; THU; 1.2; -0.4; 4
2024-07-20T13:00:00Z; FRI; 8.0; -1.9; 4
2024-07-21T13:00:00Z; SAT; 5.2; -13.7; 3
2024-07-22T13:00:00Z; SUN; 12.8; -10.5; 2
2024-07-23T13:00:00Z; MON; -3.3; -14.4; 3
2024-07-24T13:00:00Z; TUE; 11.5; 2.4; 2
2024-07-25T13:00:00Z; WED; -1.2; -4.2; 1
2024-07-26T13:00:00Z; THU; 4.1; -14.4; 2
2024-07-27T13:00:00Z; FRI; -1.1; -4.8; 2
2024-07-28T13:00:00Z; SAT; 0.5; -3.8; 3
2024-07-29T13:00:00Z; SUN; 4.2; -2.7; 4
2024-07-30T13:00:00Z; MON; -5.9; -12.3; 4
2024-07-31T13:00:00Z; TUE; 7.1; -0.8; 2
2024-08-01T13:00:00Z; WED; -2.4; -11.2; 2
2024-08-02T13:00:00Z; THU; 0.6; -10.4; 2
2024-08-03T13:00:00Z; FRI; -1.9; -5.2; 3
2024-08-04T13:00:00Z; SAT; 9.7; 4.7; 3
2024-08-05T13:00:00Z; SUN; 0.4; -14.6; 4
2024-08-06T13:00:00Z; MON; -8.0; -12.2; 4
2024-08-07T13:00:00Z; TUE; 2.2; -2.1; 3
2024-08-08T13:00:00Z; WED; 8.8; -9.8; 1
2024-08-09T13:00:00Z; THU; 10.2; -0.3; 2
2024-08-10T13:00:00Z; FRI; -2.8; -3.8; 4
2024-08-11T13:00:00Z; SAT; -7.7; -12.5; 4
2024-08-12T13:00:00Z; SUN; 4.3; -9.6; 2
2024-08-13T13:00:00Z; MON; 4.5; 0.9; 1
2024-08-14T13:00:00Z; TUE; 7.8; 1.8; 3
2024-08-15T13:00:00Z; WED; 6.4; -9.4; 2
2024-08-16T13:00:00Z; THU; 10.3; 1.2; 2
2024-08-17T13:00:00Z; FRI; 12.8; -0.3; 4
2024-08-18T13:00:00Z; SAT; 5.0; 3.6; 3
2024-08-19T13:00:00Z; SUN; -2.6; -10.2; 1
2024-08-20T13:00:00Z; MON; -9.9; -14.3; 2
2024-08-21T13:00:00Z; TUE; 4.8; -0.1; 3
2024-08-22T13:00:00Z; WED; 12.0; -3.8; 1
2024-08-23T13:00:00Z; THU; -7.8; -12.4; 4
2024-08-24T13:00:00Z; FRI; 9.3; -4.3; 3
2024-08-25T13:00:00Z; SAT; 12.9; 9.7; 1
2024-08-26T13:00:00Z; SUN; -2.7; -14.2; 4
2024-08-27T13:00:00Z; MON; 3.8; -5.6; 3
2024-08-28T13:00:00Z; TUE; 12.8; -13.8; 2
2024-08-29T13:00:00Z; WED; 12.6; -3.8; 2
2024-08-30T13:00:00Z; THU; -2.4; -9.1; 1
2024-08-31T13:00:00Z; FRI; 6.1; -2.4; 2
2024-09-01T13:00:00Z; SAT; -2.1; -7.7; 1
2024-09-02T13:00:00Z; SUN; 0.9; -12.9; 3
2024-09-03T13:00:00Z; MON; 12.8; 5.1; 1
2024-09-04T13:00:00Z; TUE; 7.7; -2.0; 2
2024-09-05T13:00:00Z; WED; 5.2; -3.3; 3
2024-09-06T13:00:00Z; THU; 12.5; 6.4; 4
2024-09-07T13:00:00Z; FRI; -5.7; -12.8; 3
2024-09-08T13:00:00Z; SAT; -0.1; -8.9; 3
2024-09-09T13:00:00Z; SUN; -2.5; -8.9; 3
2024-09-10T13:00:00Z; MON; -0.0; -11.8; 4
2024-09-11T13:00:00Z; TUE; 2.0; -0.3; 4
2024-09-12T13:00:00Z; WED; 0.9; -11.1; 3
2024-09-13T13:00:00Z; THU; -9.4; -14.6; 1
2024-09-14T13:00:00Z; FRI; 14.7; -3.5; 1
2024-09-15T13:00:00Z; SAT; -2.7; -13.0; 4
2024-09-16T13:00:00Z; SUN; -4.8; -10.9; 2
2024-09-17T13:00:00Z; MON; 2.0; -6.7; 1
2024-09-18T13:00:00Z; TUE; 8.0; -5.6; 4
2024-09-19T13:00:00Z; WED; -4.7; -12.4; 4
2024-09-20T13:00:00Z; THU; 5.8; -6.6; 3
2024-09-21T13:00:00Z; FRI; 4.3; -14.4; 2
2024-09-22T13:00:00Z; SAT; -5.6; -13.3; 4
2024-09-23T13:00:00Z; SUN; 2.9; -2.8; 2
2024-09-24T13:00:00Z; MON; 9.9; -0.1; 4
2024-09-25T13:00:00Z; TUE; -1.4; -6.0; 3
2024-09-26T13:00:00Z; WED; -7.2; -13.1; 1
2024-09-27T13:00:00Z; THU; 11.4; -9.3; 1
2024-09-28T13:00:00Z; FRI; 5.6; -2.2; 4
2024-09-29T13:00:00Z; SAT; 2.8; -6.6; 4
2024-09-30T13:00:00Z; SUN; 3.6; -4.3; 3
2024-10-01T13:00:00Z; MON; 10.1; 5.5; 2
2024-10-02T13:00:00Z; TUE; 3.3; -1.5; 2
2024-10-03T13:00:00Z; WED; -1.0; -11.1; 3
2024-10-04T13:00:00Z; THU; -0.6; -7.7; 3
2024-10-05T13:00:00Z; FRI; 5.2; -6.2; 1
2024-10-06T13:00:00Z; SAT; 5.6; -0.3; 2
2024-10-07T13:00:00Z; SUN; 3.7; -2.1; 2
2024-10-08T13:00:00Z; MON; 9.7; -3.5; 4
2024-10-09T13:00:00Z; TUE; -7.9; -15.0; 3
2024-10-10T13:00:00Z; WED; -5.0; -12.8; 2
2024-10-11T13:00:00Z; THU; -6.1; -8.1; 4
2024-10-12T13:00:00Z; FRI; 2.4; -1.6; 1
2024-10-13T13:00:00Z; SAT; -1.0; -11.8; 2
2024-10-14T13:00:00Z; SUN; 8.0; -1.3; 4
2024-10-15T13:00:00Z; MON; 12.0; -6.2; 3
2024-10-16T13:00:00Z; TUE; 4.1; -0.6; 4
2024-10-17T13:00:00Z; WED; 3.0; -3.6; 4
2024-10-18T13:00:00Z; THU; -2.0; -12.2; 1
2024-10-19T13:00:00Z; FRI; -1.6; -9.4; 3
2024-10-20T13:00:00Z; SAT; 2.9; -0.5; 1
2024-10-21T13:00:00Z; SUN; -4.5; -9.7; 3
2024-10-22T13:00:00Z; MON; 11.3; -11.3; 3
2024-10-23T13:00:00Z; TUE; 4.5; -0.0; 3
2024-10-24T13:00:00Z; WED; 6.2; -2.2; 3
2024-10-25T13:00:00Z; THU; 3.5; -0.2; 4
2024-10-26T13:00:00Z; FRI; 9.1; -5.4; 4
2024-10-27T13:00:00Z; SAT; 7.5; 1.8; 3
2024-10-28T13:00:00Z; SUN; 3.6; -5.2; 2
2024-10-29T13:00:00Z; MON; -4.8; -12.0; 2
2024-10-30T13:00:00Z; TUE; -6.8; -8.8; 4
2024-10-31T13:00:00Z; WED; -5.2; -8.9; 2
2024-11-01T13:00:00Z; THU; -0.6; -2.9; 1
2024-11-02T13:00:00Z; FRI; -3.6; -13.3; 1
2024-11-03T13:00:00Z; SAT; -0.5; -12.2; 4
2024-11-04T13:00:00Z; SUN; 13.5; 0.4; 2
2024-11-05T13:00:00Z; MON; -0.4; -9.4; 2
2024-11-06T13:00:00Z; TUE; 11.5; -10.3; 3
2024-11-07T13:00:00Z; WED; 10.8; 6.3; 2
2024-11-08T13:00:00Z; THU; 5.8; 3.2; 4
2024-11-09T13:00:00Z; FRI; -7.7; -11.2; 2
2024-11-10T13:00:00Z; SAT; 13.5; -6.9; 1
2024-11-11T13:00:00Z; SUN; 6.3; -10.9; 3
2024-11-12T13:00:00Z; MON; -9.9; -13.0; 1
2024-11-13T13:00:00Z; TUE; 11.1; 5.9; 4
2024-11-14T13:00:00Z; WED; 6.4; 1.4; 2
2024-11-15T13:00:00Z; THU; 7.0; -14.1; 3
2024-11-16T13:00:00Z; FRI; -0.5; -13.2; 4
2024-11-17T13:00:00Z; SAT; 6.8; -5.4; 1
2024-11-18T13:00:00Z; SUN; 2.7; -11.1; 1
2024-11-19T13:00:00Z; MON; -7.6; -10.0; 1
2024-11-20T13:00:00Z; TUE; -9.3; -10.5; 3
2024-11-21T13:00:00Z; WED; 6.5; -1.9; 2
2024-11-22T13:00:00Z; THU; -2.1; -9.5; 2
2024-11-23T13:00:00Z; FRI; 4.3; -12.2; 3
2024-11-24T13:00:00Z; SAT; 5.8; -5.2; 4
2024-11-25T13:00:00Z; SUN; -6.9; -13.3; 4
2024-11-26T13:00:00Z; MON; 1.2; -5.1; 2
2024-11-27T13:00:00Z; TUE; 13.1; -9.6; 2
2024-11-28T13:00:00Z; WED; -1.1; -7.2; 3
2024-11-29T13:00:00Z; THU; 10.0; 7.3; 2
2024-11-30T13:00:00Z; FRI; -0.4; -5.5; 3
2024-12-01T13:00:00Z; SAT; -3.4; -7.9; 2
2024-12-02T13:00:00Z; SUN; -8.4; -13.1; 3
2024-12-03T13:00:00Z; MON; 1.2; -12.5; 1
2024-12-04T13:00:00Z; TUE; -2.5; -8.7; 1
2024-12-05T13:00:00Z; WED; 6.5; -2.0; 1
2024-12-06T13:00:00Z; THU; 5.0; -5.9; 3
2024-12-07T13:00:00Z; FRI; -1.9; -14.7; 3
2024-12-08T13:00:00Z; SAT; 2.5; -1.4; 3
2024-12-09T13:00:00Z; SUN; 1.0; -12.3; 2
2024-12-10T13:00:00Z; MON; -9.0; -11.0; 4
2024-12-11T13:00:00Z; TUE; -0.4; -1.9; 1
2024-12-12T13:00:00Z; WED; 7.9; -0.9; 1
2024-12-13T13:00:00Z; THU; 1.5; -13.9; 4
2024-12-14T13:00:00Z; FRI; -0.5; -7.7; 3
2024-12-15T13:00:00Z; SAT; 8.9; 1.7; 3
2024-12-16T13:00:00Z; SUN; 11.9; 4.3; 3
2024-12-17T13:00:00Z; MON; 5.2; 0.7; 2
2024-12-18T13:00:00Z; TUE; -4.4; -8.6; 4
2024-12-19T13:00:00Z; WED; 14.6; -12.1; 4
2024-12-20T13:00:00Z; THU; 7.3; -0.2; 2
2024-12-21T13:00:00Z; FRI; -0.6; -2.4; 1
2024-12-22T13:00:00Z; SAT; 2.0; -9.0; 2
2024-12-23T13:00:00Z; SUN; -2.4; -8.4; 4
2024-12-24T13:00:00Z; MON; 7.9; -3.7; 2
2024-12-25T13:00:00Z; TUE; 8.5; 0.5; 3
2024-12-26T13:00:00Z; WED; 11.8; -1.7; 3
2024-12-27T13:00:00Z; THU; 12.5; 5.0; 2
2024-12-28T13:00:00Z; FRI; 2.5; -8.0; 3
2024-12-29T13:00:00Z; SAT; 13.0; -5.0; 3
2024-12-30T13:00:00Z; SUN; 11.6; 4.4; 4
2024-12-31T13:00:00Z; MON; 5.8; -1.3; 4
2025-01-01T13:00:00Z; TUE; -3.0; -13.6; 3
